股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sz.000875,吉电股份,0.057,5.6,1.02
sz.000876,新希望,0.0241,9.41,0.26
sz.000877,天山股份,0.0,5.79,0.0
sz.000878,云南铜业,0.24,16.62,1.44
sz.000880,潍柴重机,0.26,26.71,0.97
sz.000881,中广核技,0.0,8.7,0.0
sz.000882,华联股份,0.0,2.12,0.0
sz.000883,湖北能源,0.1,4.62,2.16
sz.000885,城发环境,0.356,13.87,2.57
sz.000886,海南高速,0.0,7.74,0.0
sz.000887,中鼎股份,0.2,20.83,0.96
sz.000888,峨眉山A,0.25,12.87,1.94
sz.000889,中嘉博创,0.0,3.93,0.0
sz.000890,法尔胜,0.0,4.48,0.0
sz.000892,欢瑞世纪,0.0,8.04,0.0
sz.000893,亚钾国际,0.0,44.15,0.0
sz.000895,双汇发展,1.4,26.99,5.19
sz.000897,津滨发展,0.095,2.51,3.78
sz.000898,鞍钢股份,0.0,2.53,0.0
sz.000899,赣能股份,0.33,10.02,3.29
sz.000900,现代投资,0.15,4.26,3.52
sz.000901,航天科技,0.0,18.84,0.0
sz.000902,新洋丰,0.3,15.5,1.94
sz.000903,ST云动,0.0,2.89,0.0
sz.000905,厦门港务,0.11,10.81,1.02
sz.000906,浙商中拓,0.2,6.03,3.32
sz.000908,*ST景峰,0.0,9.07,0.0
sz.000909,ST数源,0.0,5.84,0.0
sz.000910,大亚圣象,0.19,7.52,2.53
sz.000911,广农糖业,0.0,8.08,0.0
sz.000912,泸天化,0.0,4.45,0.0
sz.000913,钱江摩托,0.9,15.66,5.75
sz.000915,华特达因,2.5,34.05,7.34
sz.000917,电广传媒,0.02,8.61,0.23
sz.000919,金陵药业,0.1,7.26,1.38
sz.000920,沃顿科技,0.207,12.43,1.67
sz.000921,海信家电,1.23,26.52,4.64
sz.000922,佳电股份,0.111,12.38,0.9
sz.000923,河钢资源,0.5,17.95,2.79
sz.000925,众合科技,0.0,8.3,0.0
sz.000926,福星股份,0.0,2.57,0.0
sz.000927,中国铁物,0.027,2.65,1.02
sz.000928,中钢国际,0.299,6.53,4.58
sz.000929,*ST兰黄,0.0,8.54,0.0
sz.000930,中粮科技,0.0,5.81,0.0
sz.000931,中关村,0.0,5.18,0.0
sz.000932,华菱钢铁,0.1,5.57,1.8
sz.000933,神火股份,0.5,24.52,2.04
sz.000935,四川双马,0.0,23.34,0.0
sz.000936,华西股份,0.04,7.24,0.55
sz.000937,冀中能源,0.6,5.91,10.15
sz.000938,紫光股份,0.075,24.92,0.3
sz.000948,南天信息,0.09,17.6,0.51
sz.000949,新乡化纤,0.0,4.75,0.0
sz.000950,重药控股,0.03,5.27,0.57
sz.000951,中国重汽,0.72,16.7,4.31
sz.000952,广济药业,0.0,9.38,0.0
sz.000953,河化股份,0.0,7.81,0.0
sz.000955,欣龙控股,0.0,7.06,0.0
sz.000957,中通客车,0.1,10.88,0.92
sz.000958,电投产融,0.179,7.18,2.49
sz.000959,首钢股份,0.022,4.15,0.53
sz.000960,锡业股份,0.19,24.69,0.77
sz.000962,东方钽业,0.127,27.77,0.46
sz.000963,华东医药,0.93,42.0,2.21
sz.000965,天保基建,0.01,4.52,0.22
sz.000966,长源电力,0.072,4.25,1.69
sz.000967,盈峰环境,0.189,6.4,2.95
sz.000968,蓝焰控股,0.03,6.92,0.43
sz.000969,安泰科技,0.2,18.19,1.1
sz.000970,中科三环,0.02,12.53,0.16
sz.000972,*ST中基,0.0,3.98,0.0
sz.000973,佛塑科技,0.035,13.78,0.25
sz.000975,山金国际,0.365,21.23,1.72
sz.000977,浪潮信息,0.115,61.59,0.19
sz.000978,桂林旅游,0.0,6.74,0.0
sz.000980,众泰汽车,0.0,3.57,0.0
sz.000981,山子高科,0.0,3.32,0.0
sz.000983,山西焦煤,0.256,6.73,3.8
sz.000985,大庆华科,0.065,19.85,0.33
sz.000987,越秀资本,0.26,7.23,3.6
sz.000988,华工科技,0.202,72.83,0.28
sz.000989,九芝堂,0.3,9.45,3.17
sz.000990,诚志股份,0.05,7.52,0.66
sz.000993,闽东电力,0.0,12.1,0.0
sz.000995,皇台酒业,0.0,12.69,0.0
sz.000997,新大陆,0.22,25.84,0.85
sz.000998,隆平高科,0.04,9.68,0.41
sz.000999,华润三九,0.77,28.1,2.74
sz.001201,东瑞股份,0.0,15.39,0.0
sz.001202,炬申股份,0.0,15.63,0.0
sz.001203,大中矿业,0.2,31.47,0.64
sz.001205,盛航股份,0.12,17.3,0.69
sz.001206,依依股份,0.61,30.59,1.99
sz.001207,联科科技,0.6,22.79,2.63
sz.001208,华菱线缆,0.062,11.53,0.54
sz.001209,洪兴股份,0.2,21.09,0.95
sz.001210,金房能源,0.3,17.29,1.74
sz.001211,双枪科技,0.2114,27.36,0.77
sz.001212,中旗新材,0.1,44.86,0.22
sz.001213,中铁特货,0.081,4.08,1.99
sz.001215,千味央厨,0.0,36.6,0.0
sz.001216,华瓷股份,0.4,16.85,2.37
sz.001217,华尔泰,0.1,14.13,0.71
sz.001218,丽臣实业,0.51,22.66,2.25
sz.001219,青岛食品,0.4,14.98,2.67
sz.001221,悍高集团,0.36,59.17,0.61
sz.001222,源飞宠物,0.15,26.22,0.57
sz.001223,欧克科技,0.15,53.38,0.28
sz.001225,和泰机电,1.222,53.65,2.28
sz.001226,拓山重工,0.4,40.01,1.0
sz.001227,兰州银行,0.101,2.36,4.28
sz.001228,永泰运,0.6,27.37,2.19
sz.001229,魅视科技,0.6,39.02,1.54
sz.001230,劲旅环境,0.43,22.46,1.91
sz.001231,农心科技,0.15,22.89,0.66
sz.001233,海安集团,0.0,71.21,0.0
sz.001234,泰慕士,0.3,28.72,1.04
sz.001236,弘业期货,0.01,10.28,0.1
sz.001238,浙江正特,0.0,52.2,0.0
sz.001239,永达股份,0.0,16.09,0.0
sz.001255,博菲电气,0.04,31.03,0.13
sz.001256,炜冈科技,0.2,22.08,0.91
sz.001258,立新能源,0.017,7.62,0.22
sz.001259,利仁科技,0.16,30.65,0.52
sz.001260,坤泰股份,0.126,20.49,0.61
sz.001266,宏英智能,0.3015,31.9,0.95
sz.001267,汇绿生态,0.05,18.53,0.27
sz.001268,联合精密,0.45,35.09,1.28
sz.001269,欧晶科技,0.0,26.83,0.0
sz.001270,*ST铖昌,0.0,44.34,0.0
sz.001277,速达股份,0.406,38.53,1.05
sz.001278,一彬科技,0.1,19.74,0.51
sz.001279,强邦新材,0.1875,36.11,0.52
sz.001280,中国铀业,0.0,0.0,0.0
sz.001282,三联锻造,0.1,20.96,0.48
sz.001283,豪鹏科技,0.48,69.55,0.69
sz.001285,瑞立科密,0.0,49.51,0.0
sz.001286,陕西能源,0.36,9.8,3.67
sz.001287,中电港,0.112,22.33,0.5
sz.001288,运机集团,0.25,29.83,0.84
sz.001289,龙源电力,0.2278,15.99,1.42
sz.001296,长江材料,0.4,26.23,1.52
sz.001298,好上好,0.06,30.8,0.19
sz.001299,美能能源,0.95,12.12,7.84
sz.001300,三柏硕,0.01,15.68,0.06
sz.001301,尚太科技,0.8,87.2,0.92
sz.001306,夏厦精密,0.163,82.9,0.2
sz.001308,康冠科技,0.54,21.84,2.47
sz.001309,德明利,0.3,219.9,0.14
sz.001311,多利科技,0.67,26.33,2.54
sz.001313,粤海饲料,0.113,8.13,1.39
sz.001314,亿道信息,0.0906,45.93,0.2
sz.001316,润贝航科,0.713,35.65,2.0
sz.001317,三羊马,0.1,41.95,0.24
sz.001318,阳光乳业,0.18,15.97,1.13
sz.001319,铭科精技,0.39,26.09,1.49
sz.001322,箭牌家居,0.1324,8.67,1.53
sz.001323,慕思股份,2.45,26.7,9.18
sz.001324,长青科技,0.1328,19.09,0.7
sz.001326,联域股份,0.28,44.85,0.62
sz.001328,登康口腔,0.75,35.7,2.1
sz.001330,博纳影业,0.0,7.12,0.0
sz.001331,胜通能源,0.0,14.32,0.0
sz.001332,锡装股份,0.8,53.1,1.51
sz.001333,光华股份,0.36,23.32,1.54
sz.001335,信凯科技,0.15,42.88,0.35
sz.001336,楚环科技,0.15,26.07,0.58
sz.001337,四川黄金,0.25,27.91,0.9
sz.001338,永顺泰,0.3,11.83,2.54
sz.001339,智微智能,0.08,53.74,0.15
sz.001356,富岭股份,0.038,13.66,0.28
sz.001358,兴欣新材,0.5,27.11,1.84
sz.001359,平安电工,0.36,59.52,0.6
sz.001360,南矿集团,0.15,16.74,0.9
sz.001366,播恩集团,0.0,14.34,0.0
sz.001367,海森药业,0.17,23.02,0.74
sz.001368,通达创智,0.75,26.58,2.82
sz.001373,翔腾新材,0.06,32.39,0.19
sz.001376,百通能源,0.15,12.78,1.17
sz.001378,德冠新材,0.45,22.77,1.98
sz.001379,腾达科技,0.2,22.09,0.91
sz.001380,华纬科技,0.3,23.52,1.28
sz.001382,新亚电缆,0.25,20.3,1.23
sz.001386,马可波罗,0.0,22.67,0.0
sz.001387,雪祺电气,0.12,15.3,0.78
sz.001388,信通电子,0.6,42.77,1.4
sz.001389,广合科技,0.48,68.49,0.7
sz.001390,古麒绒材,0.0,28.01,0.0
sz.001391,国货航,0.065,6.29,1.03
sz.001395,亚联机械,0.62,44.41,1.4
sz.001400,江顺科技,0.8,60.11,1.33
sz.001696,宗申动力,0.2,22.31,0.9
sz.001872,招商港口,0.74,19.63,3.77
sz.001896,豫能控股,0.0,5.58,0.0
sz.001914,招商积余,0.2401,10.98,2.19
sz.001965,招商公路,0.417,9.95,4.19
sz.001979,招商蛇口,0.1941,9.26,2.1
sz.002001,新和成,0.7,24.38,2.87
sz.002003,伟星股份,0.4,10.82,3.7
sz.002004,华邦健康,0.2,4.79,4.18
sz.002005,ST德豪,0.0,2.7,0.0
sz.002006,精工科技,0.15,19.76,0.76
sz.002007,华兰生物,0.7,15.57,4.5
sz.002008,大族激光,0.35,36.77,0.95
sz.002009,天奇股份,0.0,16.9,0.0
sz.002010,传化智联,0.15,5.73,2.62
sz.002011,盾安环境,0.0,12.79,0.0
sz.002012,凯恩股份,0.004,6.33,0.06
sz.002014,永新股份,0.9,11.22,8.02
sz.002015,协鑫能科,0.1,10.03,1.0
sz.002016,世荣兆业,0.01,6.27,0.16
sz.002017,东信和平,0.164,21.38,0.77
sz.002019,亿帆医药,0.1,12.13,0.82
sz.002020,京新药业,0.35,19.82,1.77
sz.002021,中捷资源,0.0,2.65,0.0
sz.002022,科华生物,0.0,6.71,0.0
sz.002023,海特高新,0.0,12.21,0.0
sz.002024,ST易购,0.0,1.72,0.0
sz.002025,航天电器,0.23,41.09,0.56
sz.002026,山东威达,0.13,14.02,0.93
sz.002027,分众传媒,0.38,7.35,5.17
sz.002028,思源电气,0.4998,143.5,0.35
sz.002029,七匹狼,0.1,10.95,0.91
sz.002030,达安基因,0.0,6.57,0.0
sz.002031,巨轮智能,0.0,7.24,0.0
sz.002032,苏泊尔,2.81,50.58,5.56
sz.002033,丽江股份,0.35,8.93,3.92
sz.002034,旺能环境,0.5008,16.42,3.05
sz.002035,华帝股份,0.3,6.23,4.82
sz.002036,联创电子,0.0,10.26,0.0
sz.002037,保利联合,0.0,9.82,0.0
sz.002038,双鹭药业,0.02,7.82,0.26
sz.002039,黔源电力,0.16,17.91,0.89
sz.002040,南京港,0.095,10.21,0.93
sz.002041,登海种业,0.029,9.58,0.3
sz.002042,华孚时尚,0.0,4.41,0.0
sz.002043,兔宝宝,0.6,13.39,4.48
sz.002044,美年健康,0.0135,5.35,0.25
sz.002045,国光电器,0.0,14.74,0.0
sz.002046,国机精工,0.21,32.95,0.64
sz.002047,*ST宝鹰,0.0,3.9,0.0
sz.002048,宁波华翔,0.469,27.55,1.7
sz.002049,紫光国微,0.21,76.06,0.28
sz.002050,三花智控,0.25,42.98,0.58
sz.002051,中工国际,0.125,9.09,1.38
sz.002052,同洲电子,0.0,12.78,0.0
sz.002053,云南能投,0.33,11.95,2.76
sz.002054,德美化工,0.07,7.83,0.89
sz.002055,得润电子,0.0,7.11,0.0
sz.002056,横店东磁,0.8322,19.49,4.27
sz.002057,中钢天源,0.124,10.05,1.23
sz.002058,*ST威尔,0.0,21.7,0.0
sz.002059,云南旅游,0.0,5.64,0.0
sz.002060,广东建工,0.14,3.86,3.63
sz.002061,浙江交科,0.125,4.06,3.08
sz.002062,宏润建设,0.1,10.31,0.97
sz.002063,远光软件,0.03,6.25,0.48
sz.002064,华峰化学,0.2,9.41,2.13
sz.002065,东华软件,0.05,10.15,0.49
sz.002066,瑞泰科技,0.15,17.23,0.87
sz.002067,景兴纸业,0.0,5.57,0.0
sz.002068,黑猫股份,0.0,9.5,0.0
sz.002069,獐子岛,0.0,4.12,0.0
sz.002072,凯瑞德,0.0,7.71,0.0
sz.002073,软控股份,0.15,8.6,1.74
sz.002074,国轩高科,0.1,39.09,0.26
sz.002075,沙钢股份,0.05,6.01,0.83
sz.002076,*ST星光,0.0,2.16,0.0
sz.002077,大港股份,0.0,15.8,0.0
sz.002078,太阳纸业,0.4,14.96,2.67
sz.002079,苏州固锝,0.019,9.49,0.2
sz.002080,中材科技,0.225,32.5,0.69
sz.002081,金螳螂,0.1,3.31,3.02
sz.002082,万邦德,0.0,13.23,0.0
sz.002083,孚日股份,0.15,10.17,1.47
sz.002084,海鸥住工,0.0,4.53,0.0
sz.002085,万丰奥威,0.2,16.11,1.24
sz.002086,东方海洋,0.0,2.56,0.0
sz.002088,鲁阳节能,0.8,11.7,6.84
sz.002090,金智科技,0.065,11.95,0.54
sz.002091,江苏国泰,0.47,9.21,5.1
sz.002092,中泰化学,0.0,4.78,0.0
sz.002093,国脉科技,0.12,12.8,0.94
sz.002094,青岛金王,0.0,7.36,0.0
sz.002095,生意宝,0.05,20.34,0.25
sz.002096,易普力,0.23,13.25,1.74
sz.002097,山河智能,0.02,12.23,0.16
sz.002098,浔兴股份,0.1,9.72,1.03
sz.002099,海翔药业,0.0,6.24,0.0
sz.002100,天康生物,0.22,7.26,3.03
sz.002101,广东鸿图,0.313,12.54,2.5
sz.002102,能特科技,0.0,3.61,0.0
sz.002103,广博股份,0.0,9.96,0.0
sz.002104,恒宝股份,0.0805,18.66,0.43
sz.002105,信隆健康,0.0,7.18,0.0
sz.002106,莱宝高科,0.1,10.73,0.93
sz.002107,沃华医药,0.12,6.22,1.93
sz.002108,沧州明珠,0.1,4.7,2.13
sz.002109,兴化股份,0.0,3.73,0.0
sz.002110,三钢闽光,0.0,4.37,0.0
sz.002111,威海广泰,0.18,9.75,1.85
sz.002112,三变科技,0.07,13.24,0.53
sz.002114,罗平锌电,0.0,8.2,0.0
sz.002115,三维通信,0.0,10.77,0.0
sz.002116,中国海诚,0.3094,11.03,2.8
sz.002117,东港股份,0.21,12.63,1.66
sz.002119,康强电子,0.03,16.17,0.19
sz.002120,韵达股份,0.2,6.99,2.86
sz.002121,科陆电子,0.0,7.83,0.0
sz.002122,ST汇洲,0.0,3.19,0.0
sz.002123,梦网科技,0.0,11.67,0.0
sz.002124,天邦食品,0.0,2.71,0.0
sz.002125,湘潭电化,0.16,14.55,1.1
sz.002126,银轮股份,0.12,33.6,0.36
sz.002127,南极电商,0.04,3.6,1.11
sz.002128,电投能源,0.8,26.03,3.07
sz.002129,TCL中环,0.0,9.39,0.0
sz.002130,沃尔核材,0.1366,25.08,0.54
sz.002131,利欧股份,0.035,5.13,0.68
sz.002132,恒星科技,0.05,3.71,1.35
sz.002133,广宇集团,0.05,3.5,1.43
sz.002134,天津普林,0.0,22.52,0.0
sz.002135,东南网架,0.07,4.66,1.5
sz.002136,安纳达,0.0,13.66,0.0
sz.002137,实益达,0.0,9.3,0.0
sz.002138,顺络电子,0.6,36.33,1.65
sz.002139,拓邦股份,0.07,12.88,0.54
sz.002140,东华科技,0.15,11.09,1.35
sz.002141,贤丰控股,0.0,4.25,0.0
sz.002142,宁波银行,0.9,28.37,3.17
sz.002144,宏达高科,0.05,13.32,0.38
sz.002145,钛能化学,0.016,5.1,0.31
sz.002146,荣盛发展,0.0,1.65,0.0
sz.002148,北纬科技,0.016,8.92,0.18
sz.002149,西部材料,0.3,17.63,1.7
sz.002150,通润装备,0.1,21.05,0.48
sz.002151,北斗星通,0.0,30.77,0.0
sz.002152,广电运通,0.2,12.33,1.62
sz.002153,石基信息,0.01,12.1,0.08
sz.002154,报喜鸟,0.05,4.11,1.22
sz.002155,湖南黄金,0.23,22.18,1.04
sz.002156,通富微电,0.045,36.61,0.12
sz.002157,正邦科技,0.0,3.04,0.0
sz.002158,汉钟精机,0.58,22.4,2.59
sz.002159,三特索道,0.25,15.58,1.6
sz.002160,常铝股份,0.0,5.19,0.0
sz.002161,远望谷,0.015,7.49,0.2
sz.002162,悦心健康,0.0,5.04,0.0
sz.002163,海南发展,0.0,13.91,0.0
sz.002164,宁波东力,0.0,13.26,0.0
sz.002165,红宝丽,0.04,8.0,0.5
sz.002166,莱茵生物,0.1,8.1,1.23
sz.002167,东方锆业,0.0,12.13,0.0
sz.002168,*ST惠程,0.0,3.93,0.0
sz.002169,智光电气,0.08,8.0,1.0
sz.002170,芭田股份,0.44,12.04,3.65
sz.002171,楚江新材,0.0,11.56,0.0
sz.002172,澳洋健康,0.0,4.29,0.0
sz.002173,创新医疗,0.0,21.54,0.0
sz.002174,游族网络,0.0,11.83,0.0
sz.002175,东方智造,0.0,4.95,0.0
sz.002176,江特电机,0.0,10.34,0.0
sz.002177,御银股份,0.007,6.74,0.1
sz.002178,延华智能,0.0,7.41,0.0
sz.002179,中航光电,0.8,33.94,2.36
sz.002180,纳思达,0.0,18.6,0.0
sz.002181,粤传媒,0.068,9.46,0.72
sz.002182,宝武镁业,0.05,13.34,0.37
sz.002183,怡亚通,0.01,4.81,0.21
sz.002184,海得控制,0.0,13.52,0.0
sz.002185,华天科技,0.058,10.91,0.53
sz.002186,全聚德,0.0,12.11,0.0
sz.002187,广百股份,0.04,7.61,0.53
sz.002188,中天服务,0.0,6.27,0.0
sz.002189,中光学,0.0,23.47,0.0
sz.002190,成飞集成,0.0,39.54,0.0
sz.002191,劲嘉股份,0.0,4.25,0.0
sz.002192,融捷股份,0.166,53.77,0.31
sz.002193,如意集团,0.0,6.12,0.0
sz.002194,武汉凡谷,0.07,12.16,0.58
sz.002195,岩山科技,0.0,6.99,0.0
sz.002196,方正电机,0.0,13.33,0.0
sz.002197,ST证通,0.0,10.47,0.0
sz.002198,嘉应制药,0.0,7.55,0.0
sz.002199,*ST东晶,0.0,9.26,0.0
sz.002200,*ST交投,0.0,7.96,0.0
sz.002201,九鼎新材,0.014,7.99,0.18
sz.002202,金风科技,0.14,15.41,0.91
sz.002203,海亮股份,0.28,12.46,2.25
sz.002204,大连重工,0.05,6.61,0.76
sz.002205,国统股份,0.0,14.54,0.0
sz.002206,海利得,0.18,5.59,3.22
sz.002207,准油股份,0.0,8.33,0.0
sz.002208,合肥城建,0.0,11.18,0.0
sz.002209,达意隆,0.052,15.96,0.33
sz.002210,飞马国际,0.0,3.77,0.0
sz.002211,ST宏达,0.0,3.63,0.0
sz.002212,天融信,0.02,9.13,0.22
sz.002213,大为股份,0.021,27.39,0.08
sz.002214,*ST大立,0.0,15.51,0.0
sz.002215,诺普信,0.35,10.78,3.25
sz.002216,三全食品,0.3,11.58,2.59
sz.002217,合力泰,0.0,3.15,0.0
sz.002218,拓日新能,0.01,3.94,0.25
sz.002219,新里程,0.0,2.33,0.0
sz.002221,东华能源,0.0,8.02,0.0
sz.002222,福晶科技,0.1,53.1,0.19
sz.002223,鱼跃医疗,0.8,35.7,2.24
sz.002224,三力士,0.03,4.49,0.67
sz.002225,濮耐股份,0.05,5.8,0.86
sz.002226,江南化工,0.065,6.17,1.05
sz.002227,奥特迅,0.0,13.07,0.0
sz.002228,合兴包装,0.18,4.24,4.25
sz.002229,鸿博股份,0.0,16.06,0.0
sz.002230,科大讯飞,0.1,49.52,0.2
sz.002231,*ST奥维,0.0,3.06,0.0
sz.002232,启明信息,0.01,18.73,0.05
sz.002233,塔牌集团,0.45,8.57,5.25
sz.002234,民和股份,0.0,9.55,0.0
sz.002235,安妮股份,0.0,9.29,0.0
sz.002236,大华股份,0.643,18.94,3.39
sz.002237,恒邦股份,0.141,12.92,1.09
sz.002238,天威视讯,0.05,8.44,0.59
sz.002239,奥特佳,0.0031,3.02,0.1
sz.002240,盛新锂能,0.0,35.26,0.0
sz.002241,歌尔股份,0.3,30.03,1.0
sz.002242,九阳股份,0.15,10.45,1.44
sz.002243,力合科创,0.07,9.81,0.71
sz.002244,滨江集团,0.082,10.07,0.81
sz.002245,蔚蓝锂芯,0.065,16.17,0.4
sz.002246,北化股份,0.02,17.46,0.11
sz.002247,聚力文化,0.0,3.06,0.0
sz.002248,华东数控,0.0,11.46,0.0
sz.002249,大洋电机,0.23,11.21,2.05
sz.002250,联化科技,0.02,12.65,0.16
sz.002251,步步高,0.0,5.46,0.0
sz.002252,上海莱士,0.033,6.63,0.5
sz.002253,*ST智胜,0.0,9.64,0.0
sz.002254,泰和新材,0.05,9.69,0.52
sz.002255,海陆重工,0.055,12.4,0.44
sz.002256,兆新股份,0.0,3.48,0.0
sz.002258,利尔化学,0.4,12.84,3.12
sz.002259,升达林业,0.0,4.0,0.0
sz.002261,拓维信息,0.0,31.67,0.0
sz.002262,恩华药业,0.36,24.37,1.48
sz.002263,大东南,0.0,3.45,0.0
sz.002264,新华都,0.1,9.53,1.05
sz.002265,建设工业,0.0,27.04,0.0
sz.002266,浙富控股,0.05,4.06,1.23
sz.002267,陕天然气,0.35,7.96,4.4
sz.002268,电科网安,0.06,17.65,0.34
sz.002269,美邦服饰,0.0,2.1,0.0
sz.002270,华明装备,0.62,24.68,2.51
sz.002271,东方雨虹,1.85,12.52,14.78
sz.002272,川润股份,0.0,14.14,0.0
sz.002273,水晶光电,0.3,24.2,1.24
sz.002274,华昌化工,0.3,6.21,4.83
sz.002275,桂林三金,0.55,15.05,3.65
sz.002276,万马股份,0.05,15.68,0.32
sz.002277,友阿股份,0.005,7.03,0.07
sz.002278,神开股份,0.05,11.39,0.44
sz.002279,久其软件,0.0,9.47,0.0
sz.002281,光迅科技,0.26,60.63,0.43
sz.002282,博深股份,0.2,7.5,2.67
sz.002283,天润工业,0.25,6.05,4.13
sz.002284,亚太股份,0.05,12.1,0.41
sz.002285,世联行,0.0,3.03,0.0
sz.002286,保龄宝,0.06,9.08,0.66
sz.002287,奇正藏药,0.6,24.71,2.43
sz.002289,*ST宇顺,0.0,35.49,0.0
sz.002290,禾盛新材,0.0,39.27,0.0
sz.002291,遥望科技,0.0,7.4,0.0
sz.002292,奥飞娱乐,0.0,9.1,0.0
sz.002293,罗莱生活,0.6,9.53,6.3
sz.002294,信立泰,0.5,61.85,0.81
sz.002295,精艺股份,0.036,11.47,0.31
sz.002296,辉煌科技,0.2,10.65,1.88
sz.002297,博云新材,0.0,9.18,0.0
sz.002298,中电鑫龙,0.0,11.16,0.0
sz.002299,圣农发展,0.5,16.16,3.09
sz.002300,太阳电缆,0.11,7.0,1.57
sz.002301,齐心集团,0.14,7.64,1.83
sz.002302,西部建设,0.125,6.45,1.94
sz.002303,美盈森,0.197,4.18,4.71
sz.002304,洋河股份,2.317,66.2,3.5
sz.002305,*ST南置,0.0,2.5,0.0
sz.002306,*ST云网,0.0,1.96,0.0
sz.002307,北新路桥,0.0,5.86,0.0
sz.002309,中利集团,0.0,3.22,0.0
sz.002310,东方园林,0.0,2.43,0.0
sz.002311,海大集团,1.3,55.8,2.33
sz.002312,川发龙蟒,0.141,12.02,1.17
sz.002313,日海智能,0.0,10.92,0.0
sz.002314,南山控股,0.0,3.15,0.0
sz.002315,焦点科技,1.15,45.82,2.51
sz.002316,亚联发展,0.0,5.34,0.0
sz.002317,众生药业,0.2,23.95,0.84
sz.002318,久立特材,0.97,24.85,3.9
sz.002319,乐通股份,0.0,13.56,0.0
sz.002320,海峡股份,0.04,12.66,0.32
sz.002321,华英农业,0.0,2.78,0.0
sz.002322,理工能科,0.66,12.37,5.34
sz.002323,雅博股份,0.0,1.79,0.0
sz.002324,普利特,0.05,12.65,0.4
sz.002326,永太科技,0.0,25.69,0.0
sz.002327,富安娜,0.62,7.28,8.52
sz.002328,新朋股份,0.142,6.7,2.12
sz.002329,皇氏集团,0.0,3.94,0.0
sz.002330,得利斯,0.0,5.34,0.0
sz.002331,皖通科技,0.03,9.34,0.32
sz.002332,仙琚制药,0.4,9.27,4.31
sz.002333,罗普斯金,0.01,5.95,0.17
sz.002334,英威腾,0.06,8.42,0.71
sz.002335,科华数据,0.1,53.13,0.19
sz.002337,赛象科技,0.021,6.15,0.34
sz.002338,奥普光电,0.06,51.15,0.12
sz.002339,积成电子,0.02,7.96,0.25
sz.002340,格林美,0.066,7.55,0.87
sz.002342,巨力索具,0.0,7.25,0.0
sz.002343,慈文传媒,0.0,8.36,0.0
sz.002344,海宁皮城,0.038,4.65,0.82
sz.002345,潮宏基,0.35,12.79,2.74
sz.002346,柘中股份,0.5,17.06,2.93
sz.002347,泰尔股份,0.02,6.8,0.29
sz.002348,高乐股份,0.0,4.81,0.0
sz.002349,精华制药,0.0785,8.04,0.98
sz.002350,北京科锐,0.03,8.38,0.36
sz.002351,漫步者,0.25,12.61,1.98
sz.002352,顺丰控股,0.9,38.37,2.35
sz.002353,杰瑞股份,0.84,56.43,1.49
sz.002354,天娱数科,0.0,7.02,0.0
sz.002355,兴民智通,0.0,5.9,0.0
sz.002356,赫美集团,0.0,4.15,0.0
sz.002357,富临运业,0.05,10.61,0.47
sz.002358,森源电气,0.02,5.38,0.37
sz.002360,同德化工,0.0,5.3,0.0
sz.002361,神剑股份,0.05,6.34,0.79
sz.002362,汉王科技,0.0,23.43,0.0
sz.002363,隆基机械,0.06,8.99,0.67
sz.002364,中恒电气,0.1,23.77,0.42
sz.002365,永安药业,0.1,16.33,0.61
sz.002366,融发核电,0.0,7.29,0.0
sz.002367,康力电梯,0.3,7.17,4.18
sz.002368,太极股份,0.0925,24.39,0.38
sz.002369,卓翼科技,0.0,9.81,0.0
sz.002370,亚太药业,0.0,7.72,0.0
sz.002371,北方华创,1.06,427.9,0.25
sz.002372,伟星新材,0.6,10.22,5.87
sz.002373,千方科技,0.0,11.42,0.0
sz.002374,中锐股份,0.0,3.39,0.0
sz.002375,亚厦股份,0.07,3.98,1.76
sz.002376,新北洋,0.2,7.51,2.66
sz.002377,国创高新,0.0,3.17,0.0
sz.002378,章源钨业,0.072,12.59,0.57
sz.002379,宏创控股,0.0,20.16,0.0
sz.002380,科远智慧,0.04,26.79,0.15
sz.002381,双箭股份,0.2,6.84,2.92
sz.002382,蓝帆医疗,0.0,5.73,0.0
sz.002383,合众思壮,0.0,9.6,0.0
sz.002384,东山精密,0.07,75.06,0.09
sz.002385,大北农,0.03,4.04,0.74
sz.002386,天原股份,0.0,5.82,0.0
sz.002387,维信诺,0.0,8.96,0.0
sz.002388,ST新亚,0.0,6.28,0.0
sz.002389,航天彩虹,0.06,22.1,0.27
sz.002390,信邦制药,0.06,3.77,1.59
sz.002391,长青股份,0.0,6.08,0.0
sz.002392,北京利尔,0.033,7.92,0.42
sz.002393,力生制药,0.35,20.61,1.7
sz.002394,联发股份,0.1,12.52,0.8
sz.002395,双象股份,0.15,16.81,0.89
sz.002396,星网锐捷,0.25,27.0,0.93
sz.002397,梦洁股份,0.0,4.37,0.0
sz.002398,垒知集团,0.08,6.06,1.32
sz.002399,海普瑞,0.25,11.81,2.12
sz.002400,省广集团,0.018,9.43,0.19
sz.002401,中远海科,0.13,16.58,0.78
sz.002402,和而泰,0.1,49.8,0.2
sz.002403,爱仕达,0.018,13.09,0.14
sz.002404,嘉欣丝绸,0.3,6.94,4.32
sz.002405,四维图新,0.0,8.53,0.0
sz.002406,远东传动,0.15,7.62,1.97
sz.002407,多氟多,0.2,34.55,0.58
