股票代码,股票名称,2025年累计分红,2025-11-28收盘价,股息率(%)
sz.300780,德恩精工,0.0,17.8,0.0
sz.300781,因赛集团,0.0,38.82,0.0
sz.300782,卓胜微,0.102,69.21,0.15
sz.300783,三只松鼠,0.125,22.82,0.55
sz.300784,利安科技,0.4,51.2,0.78
sz.300785,值得买,0.15,45.95,0.33
sz.300786,国林科技,0.0,16.26,0.0
sz.300787,海能实业,0.2,11.9,1.68
sz.300788,中信出版,0.318,30.31,1.05
sz.300789,唐源电气,0.152,25.21,0.6
sz.300790,宇瞳光学,0.15,29.06,0.52
sz.300791,仙乐健康,0.65,23.24,2.8
sz.300792,壹网壹创,0.1,31.35,0.32
sz.300793,佳禾智能,0.12,18.04,0.67
sz.300795,米奥会展,0.417,15.19,2.75
sz.300796,贝斯美,0.0,9.1,0.0
sz.300797,钢研纳克,0.12,16.16,0.74
sz.300798,锦鸡股份,0.01,7.77,0.13
sz.300800,力合科技,0.16,12.11,1.32
sz.300801,泰和科技,0.1,30.08,0.33
sz.300802,矩子科技,0.16,19.42,0.82
sz.300803,指南针,0.0,122.62,0.0
sz.300804,广康生化,0.0,35.97,0.0
sz.300805,电声股份,0.02,12.43,0.16
sz.300806,斯迪克,0.01,27.8,0.04
sz.300807,天迈科技,0.0,47.99,0.0
sz.300808,久量股份,0.0,29.65,0.0
sz.300809,华辰装备,0.12,37.91,0.32
sz.300810,中科海讯,0.02,39.74,0.05
sz.300811,铂科新材,0.2,71.36,0.28
sz.300812,易天股份,0.0,24.26,0.0
sz.300813,泰林生物,0.2,26.57,0.75
sz.300814,中富电路,0.1,82.41,0.12
sz.300815,玉禾田,0.375,22.88,1.64
sz.300816,艾可蓝,0.077,45.43,0.17
sz.300817,双飞集团,0.28,18.94,1.48
sz.300818,耐普矿机,0.07,30.75,0.23
sz.300819,聚杰微纤,0.4,23.81,1.68
sz.300820,英杰电气,0.4,56.11,0.71
sz.300821,东岳硅材,0.015,13.68,0.11
sz.300822,贝仕达克,0.1,18.41,0.54
sz.300823,建科智能,0.326,16.25,2.01
sz.300824,北鼎股份,0.205,12.36,1.66
sz.300825,阿尔特,0.0,10.49,0.0
sz.300826,测绘股份,0.03,17.2,0.17
sz.300827,上能电气,0.12,37.35,0.32
sz.300828,锐新科技,0.0,16.6,0.0
sz.300829,金丹科技,0.05,17.78,0.28
sz.300830,金现代,0.024,11.32,0.21
sz.300831,派瑞股份,0.0457,13.4,0.34
sz.300832,新产业,1.3,58.87,2.21
sz.300833,浩洋股份,1.3,41.78,3.11
sz.300834,星辉环材,0.31,22.9,1.35
sz.300835,龙磁科技,0.2,61.71,0.32
sz.300836,佰奥智能,0.3,52.42,0.57
sz.300837,浙矿股份,0.3,26.91,1.11
sz.300838,浙江力诺,0.15,15.24,0.98
sz.300839,博汇股份,0.0,12.76,0.0
sz.300840,酷特智能,0.1,19.11,0.52
sz.300841,康华生物,1.0,81.81,1.22
sz.300842,帝科股份,0.3,56.1,0.53
sz.300843,胜蓝股份,0.23,45.5,0.51
sz.300844,山水比德,0.0,38.46,0.0
sz.300845,捷安高科,0.35,11.76,2.98
sz.300846,首都在线,0.0,20.9,0.0
sz.300847,中船汉光,0.136,18.71,0.73
sz.300848,美瑞新材,0.07,14.97,0.47
sz.300849,锦盛新材,0.0,15.74,0.0
sz.300850,新强联,0.092,47.26,0.19
sz.300851,交大思诺,0.43,28.02,1.53
sz.300852,四会富仕,0.14,35.6,0.39
sz.300853,申昊科技,0.0,21.12,0.0
sz.300854,中兰环保,0.12,17.93,0.67
sz.300855,图南股份,0.25,27.28,0.92
sz.300856,科思股份,0.3,16.35,1.83
sz.300857,协创数据,0.293,140.31,0.21
sz.300858,科拓生物,0.15,18.16,0.83
sz.300859,西域旅游,0.3,36.16,0.83
sz.300860,锋尚文化,0.21,27.47,0.76
sz.300861,美畅股份,0.5,15.14,3.3
sz.300862,蓝盾光电,0.015,26.16,0.06
sz.300863,卡倍亿,0.3,48.66,0.62
sz.300864,南大环境,0.85,20.48,4.15
sz.300865,大宏立,0.0,29.07,0.0
sz.300866,安克创新,2.2,110.53,1.99
sz.300867,圣元环保,0.068,23.1,0.29
sz.300868,杰美特,0.045,28.77,0.16
sz.300869,康泰医学,0.25,16.5,1.52
sz.300870,欧陆通,1.027,209.24,0.49
sz.300871,回盛生物,0.2064,19.69,1.05
sz.300872,天阳科技,0.05,19.84,0.25
sz.300873,海晨股份,0.4,22.1,1.81
sz.300875,捷强装备,0.0,45.94,0.0
sz.300876,蒙泰高新,0.0,32.43,0.0
sz.300877,金春股份,0.1,26.25,0.38
sz.300878,维康药业,0.14,26.36,0.53
sz.300879,大叶股份,0.021,28.51,0.07
sz.300880,迦南智能,0.45,18.55,2.43
sz.300881,盛德鑫泰,1.0,32.99,3.03
sz.300882,万胜智能,0.05,19.39,0.26
sz.300883,龙利得,0.0,6.96,0.0
sz.300884,狄耐克,0.0,14.26,0.0
sz.300885,海昌新材,0.1209,22.6,0.53
sz.300886,华业香料,0.1497,27.94,0.54
sz.300887,谱尼测试,0.0,8.52,0.0
sz.300888,稳健医疗,0.7,39.42,1.78
sz.300889,爱克股份,0.0,25.8,0.0
sz.300890,翔丰华,0.0,32.58,0.0
sz.300891,惠云钛业,0.01,9.42,0.11
sz.300892,品渥食品,0.1,34.77,0.29
sz.300893,松原安全,0.2,23.63,0.85
sz.300894,火星人,0.0,12.5,0.0
sz.300895,铜牛信息,0.0,46.38,0.0
sz.300896,爱美客,5.0,145.37,3.44
sz.300897,山科智能,0.3,25.63,1.17
sz.300898,熊猫乳品,0.6,29.42,2.04
sz.300899,*ST凯鑫,0.39,33.75,1.16
sz.300900,广联航空,0.0,18.42,0.0
sz.300901,中胤时尚,0.0,16.54,0.0
sz.300902,国安达,0.0,23.97,0.0
sz.300903,科翔股份,0.0,16.9,0.0
sz.300904,威力传动,0.0,69.24,0.0
sz.300905,宝丽迪,0.5,31.71,1.58
sz.300906,日月明,0.5,35.08,1.43
sz.300907,康平科技,0.0,31.42,0.0
sz.300908,仲景食品,0.8,28.59,2.8
sz.300909,汇创达,0.23,43.97,0.52
sz.300910,瑞丰新材,1.2,55.77,2.15
sz.300911,亿田智能,1.0,37.18,2.69
sz.300912,凯龙高科,0.0,17.77,0.0
sz.300913,兆龙互连,0.12,50.29,0.24
sz.300915,海融科技,0.4,25.84,1.55
sz.300916,朗特智能,0.4,34.88,1.15
sz.300917,特发服务,0.25,42.13,0.59
sz.300918,南山智尚,0.19,18.05,1.05
sz.300919,中伟股份,0.64,42.06,1.52
sz.300920,润阳科技,0.1,39.77,0.25
sz.300921,南凌科技,0.1,24.06,0.42
sz.300922,天秦装备,0.18,22.99,0.78
sz.300923,研奥股份,0.45,26.43,1.7
sz.300925,法本信息,0.065,20.65,0.31
sz.300926,博俊科技,0.15,29.92,0.5
sz.300927,江天化学,0.09,25.32,0.36
sz.300928,华安鑫创,0.0,31.61,0.0
sz.300929,华骐环保,0.0,11.58,0.0
sz.300930,屹通新材,0.1,30.18,0.33
sz.300931,通用电梯,0.0,11.4,0.0
sz.300932,三友联众,0.218,11.94,1.83
sz.300933,中辰股份,0.03,8.3,0.36
sz.300935,盈建科,0.0,29.46,0.0
sz.300936,中英科技,0.1,37.92,0.26
sz.300937,药易购,0.1,31.79,0.31
sz.300938,信测标准,0.4,33.56,1.19
sz.300939,秋田微,0.4,34.11,1.17
sz.300940,南极光,0.0,27.06,0.0
sz.300941,创识科技,0.127,25.98,0.49
sz.300942,易瑞生物,0.0174,10.21,0.17
sz.300943,春晖智控,0.12,18.28,0.66
sz.300945,曼卡龙,0.2,17.29,1.16
sz.300946,恒而达,0.27,49.45,0.55
sz.300947,德必集团,0.0,19.72,0.0
sz.300948,冠中生态,0.0,18.18,0.0
sz.300949,奥雅股份,0.0,47.08,0.0
sz.300950,德固特,0.2,23.35,0.86
sz.300951,博硕科技,0.6,33.46,1.79
sz.300952,恒辉安防,0.2301,29.69,0.78
sz.300953,震裕科技,0.21,149.1,0.14
sz.300955,嘉亨家化,0.28,40.28,0.7
sz.300956,英力股份,0.1,17.64,0.57
sz.300957,贝泰妮,0.6,41.29,1.45
sz.300958,建工修复,0.0,13.55,0.0
sz.300959,线上线下,0.33,125.72,0.26
sz.300960,通业科技,0.45,24.76,1.82
sz.300961,深水海纳,0.0,15.04,0.0
sz.300962,中金辐照,0.146,18.27,0.8
sz.300963,中洲特材,0.0,18.49,0.0
sz.300964,本川智能,0.2,53.46,0.37
sz.300965,恒宇信通,0.58,58.65,0.99
sz.300966,共同药业,0.0,21.31,0.0
sz.300967,晓鸣股份,0.2,19.87,1.01
sz.300968,格林精密,0.05,14.47,0.35
sz.300969,恒帅股份,0.4,98.7,0.41
sz.300970,华绿生物,0.0,17.6,0.0
sz.300971,博亚精工,0.25,24.21,1.03
sz.300972,万辰集团,0.55,178.52,0.31
sz.300973,立高食品,0.7,39.35,1.78
sz.300975,商络电子,0.012,12.65,0.09
sz.300976,达瑞电子,1.1,59.91,1.84
sz.300977,深圳瑞捷,0.0,19.65,0.0
sz.300978,东箭科技,0.35,12.48,2.8
sz.300979,华利集团,3.3,61.1,5.4
sz.300980,祥源新材,0.18,24.85,0.72
sz.300981,中红医疗,0.25,14.21,1.76
sz.300982,苏文电能,0.6,18.02,3.33
sz.300983,尤安设计,0.0,26.92,0.0
sz.300984,金沃股份,0.15,60.99,0.25
sz.300985,致远新能,0.0,20.07,0.0
sz.300986,志特新材,0.1,10.96,0.91
sz.300987,川网传媒,0.125,18.21,0.69
sz.300988,津荣天宇,0.167,23.83,0.7
sz.300989,蕾奥规划,0.0,18.8,0.0
sz.300990,同飞股份,0.3,68.82,0.44
sz.300991,创益通,0.03,38.58,0.08
sz.300992,泰福泵业,0.075,25.44,0.29
sz.300993,玉马科技,0.1,15.24,0.66
sz.300994,久祺股份,0.4,16.32,2.45
sz.300995,奇德新材,0.225,37.78,0.6
sz.300996,普联软件,0.15,18.29,0.82
sz.300997,欢乐家,0.3,23.59,1.27
sz.300998,宁波方正,0.0,22.53,0.0
sz.300999,金龙鱼,0.111,29.73,0.37
sz.301000,肇民科技,0.2,38.37,0.52
sz.301001,凯淳股份,0.375,35.34,1.06
sz.301002,崧盛股份,0.0,30.44,0.0
sz.301003,江苏博云,1.8,39.0,4.62
sz.301004,嘉益股份,4.0,56.22,7.11
sz.301005,超捷股份,0.05,66.38,0.08
sz.301006,迈拓股份,0.2,17.5,1.14
sz.301007,德迈仕,0.15,35.66,0.42
sz.301008,宏昌科技,0.1,36.91,0.27
sz.301009,可靠股份,0.07,13.77,0.51
sz.301010,晶雪节能,0.2,23.64,0.85
sz.301011,华立科技,0.2,26.0,0.77
sz.301012,扬电科技,0.142,26.14,0.54
sz.301013,利和兴,0.05,29.73,0.17
sz.301015,百洋医药,0.762,22.32,3.41
sz.301016,雷尔伟,0.6,18.74,3.2
sz.301017,漱玉平民,0.0,13.98,0.0
sz.301018,申菱环境,0.16,53.51,0.3
sz.301019,宁波色母,0.6,24.72,2.43
sz.301020,密封科技,0.31,22.34,1.39
sz.301021,英诺激光,0.1,38.35,0.26
sz.301022,海泰科,0.3,31.94,0.94
sz.301023,江南奕帆,1.3,37.18,3.5
sz.301024,霍普股份,0.0,38.35,0.0
sz.301025,读客文化,0.03,11.74,0.26
sz.301026,浩通科技,0.4,25.23,1.59
sz.301027,华蓝集团,0.0,17.57,0.0
sz.301028,东亚机械,0.2,13.98,1.43
sz.301029,怡合达,0.45,25.5,1.76
sz.301030,仕净科技,0.0,14.11,0.0
sz.301031,中熔电气,0.72,103.25,0.7
sz.301032,新柴股份,0.1,12.84,0.78
sz.301033,迈普医学,0.6,66.37,0.9
sz.301035,润丰股份,0.76,70.9,1.07
sz.301036,双乐股份,0.2,34.53,0.58
sz.301037,保立佳,0.0,15.33,0.0
sz.301038,深水规院,0.092,24.43,0.38
sz.301039,中集车辆,0.28,10.06,2.78
sz.301040,中环海陆,0.0,28.22,0.0
sz.301041,金百泽,0.1,31.2,0.32
sz.301042,安联锐视,0.0,71.8,0.0
sz.301043,绿岛风,1.46,48.42,3.02
sz.301045,天禄科技,0.05,28.76,0.17
sz.301046,能辉科技,0.3,30.73,0.98
sz.301047,义翘神州,5.0,68.6,7.29
sz.301048,金鹰重工,0.0621,11.82,0.53
sz.301049,超越科技,0.0,23.19,0.0
sz.301050,雷电微力,0.347,44.39,0.78
sz.301051,信濠光电,0.05,21.57,0.23
sz.301052,果麦文化,0.053,41.83,0.13
sz.301053,远信工业,0.2974,33.62,0.88
sz.301055,张小泉,0.12,19.95,0.6
sz.301056,森赫股份,0.6,11.78,5.09
sz.301057,汇隆新材,0.2,29.05,0.69
sz.301058,中粮科工,0.15,11.37,1.32
sz.301059,金三江,0.17,13.16,1.29
sz.301060,兰卫医学,0.2,10.61,1.89
sz.301061,匠心家居,1.0,103.6,0.97
sz.301062,上海艾录,0.09,8.03,1.12
sz.301063,海锅股份,0.15,23.96,0.63
sz.301065,本立科技,0.2,22.56,0.89
sz.301066,万事利,0.16,15.64,1.02
sz.301067,显盈科技,0.05,32.53,0.15
sz.301068,大地海洋,0.3,29.39,1.02
sz.301069,凯盛新材,0.1,26.74,0.37
sz.301070,开勒股份,0.0,56.61,0.0
sz.301071,力量钻石,0.15,37.68,0.4
sz.301072,中捷精工,0.0,23.51,0.0
sz.301073,君亭酒店,0.225,28.1,0.8
sz.301075,多瑞医药,0.0,47.65,0.0
sz.301076,新瀚新材,0.2,42.51,0.47
sz.301077,星华新材,1.1,26.78,4.11
sz.301078,孩子王,0.07,10.02,0.7
sz.301079,邵阳液压,0.02,24.32,0.08
sz.301080,百普赛斯,0.4,58.56,0.68
sz.301081,严牌股份,0.3,11.25,2.67
sz.301082,久盛电气,0.1,17.69,0.57
sz.301083,百胜智能,0.12,23.01,0.52
sz.301085,亚康股份,0.12,52.72,0.23
sz.301086,鸿富瀚,0.8,90.95,0.88
sz.301087,可孚医疗,1.8,42.5,4.24
sz.301088,戎美股份,0.571,15.24,3.75
sz.301089,拓新药业,0.0,33.65,0.0
sz.301090,华润材料,0.0,7.43,0.0
sz.301091,深城交,0.051,27.6,0.18
sz.301092,争光股份,0.26,35.51,0.73
sz.301093,华兰股份,0.2,48.77,0.41
sz.301095,广立微,0.25,67.9,0.37
sz.301096,百诚医药,0.0,53.71,0.0
sz.301097,天益医疗,0.5,59.37,0.84
sz.301098,金埔园林,0.05,9.29,0.54
sz.301099,雅创电子,0.3,43.11,0.7
sz.301100,风光股份,0.0,21.65,0.0
sz.301101,明月镜片,0.5,41.71,1.2
sz.301102,兆讯传媒,0.02,11.87,0.17
sz.301103,何氏眼科,0.15,20.82,0.72
sz.301105,鸿铭股份,0.0,45.58,0.0
sz.301106,骏成科技,0.4,30.14,1.33
sz.301107,瑜欣电子,0.7,27.54,2.54
sz.301108,洁雅股份,0.2,31.35,0.64
sz.301109,军信股份,0.9,14.31,6.29
sz.301110,青木科技,0.4,71.37,0.56
sz.301111,粤万年青,0.05,22.84,0.22
sz.301112,信邦智能,0.1,37.37,0.27
sz.301113,雅艺科技,0.7,25.66,2.73
sz.301115,联检科技,0.35,16.46,2.13
sz.301116,益客食品,0.07,12.18,0.57
sz.301117,佳缘科技,0.02,51.06,0.04
sz.301118,恒光股份,0.125,25.83,0.48
sz.301119,正强股份,0.92,45.36,2.03
sz.301120,新特电气,0.03,18.47,0.16
sz.301121,紫建电子,0.2,43.69,0.46
sz.301122,采纳股份,0.25,26.59,0.94
sz.301123,奕东电子,0.0,41.5,0.0
sz.301125,腾亚精工,0.03,17.86,0.17
sz.301126,达嘉维康,0.1038,12.83,0.81
sz.301127,武汉天源,0.1,15.38,0.65
sz.301128,强瑞技术,0.6,86.19,0.7
sz.301129,瑞纳智能,0.244,25.28,0.97
sz.301130,西点药业,0.26,30.67,0.85
sz.301131,聚赛龙,0.6099,46.89,1.3
sz.301132,满坤科技,0.419,33.28,1.26
sz.301133,金钟股份,0.15,30.41,0.49
sz.301135,瑞德智能,0.3,26.99,1.11
sz.301136,招标股份,0.0,16.96,0.0
sz.301137,哈焊华通,0.09,42.45,0.21
sz.301138,华研精机,0.1,40.06,0.25
sz.301139,元道通信,0.035,20.02,0.17
sz.301141,中科磁业,0.1,54.42,0.18
sz.301148,嘉戎技术,0.39,33.03,1.18
sz.301149,隆华新材,0.15,11.28,1.33
sz.301150,中一科技,0.0,45.45,0.0
sz.301151,冠龙节能,0.31,19.46,1.59
sz.301152,天力锂能,0.0,35.1,0.0
sz.301153,中科江南,0.1785,21.15,0.84
sz.301155,海力风电,0.09,78.6,0.11
sz.301156,美农生物,0.32,19.0,1.68
sz.301157,华塑科技,0.2,53.61,0.37
sz.301158,德石股份,0.33,21.58,1.53
sz.301159,三维天地,0.0,42.61,0.0
sz.301160,翔楼新材,1.0,59.9,1.67
sz.301161,唯万密封,0.084,32.34,0.26
sz.301162,国能日新,0.7,54.12,1.29
sz.301163,宏德股份,0.125,28.3,0.44
sz.301165,锐捷网络,0.606,74.05,0.82
sz.301166,优宁维,0.23,32.33,0.71
sz.301167,建研设计,0.06,17.2,0.35
sz.301168,通灵股份,0.062,46.38,0.13
sz.301169,零点有数,0.0,43.7,0.0
sz.301170,锡南科技,0.3,28.06,1.07
sz.301171,易点天下,0.116,42.02,0.28
sz.301172,君逸数码,0.1,24.61,0.41
sz.301173,毓恬冠佳,0.228,45.68,0.5
sz.301175,中科环保,0.195,5.26,3.71
sz.301176,逸豪新材,0.0,26.05,0.0
sz.301177,迪阿股份,0.5,30.59,1.63
sz.301178,天亿马,0.0,53.62,0.0
sz.301179,泽宇智能,0.33,15.63,2.11
sz.301180,万祥科技,0.0,17.23,0.0
sz.301181,标榜股份,0.7,39.0,1.79
sz.301182,凯旺科技,0.0,39.59,0.0
sz.301183,东田微,0.125,122.22,0.1
sz.301185,鸥玛软件,0.3,20.7,1.45
sz.301186,超达装备,0.75,47.54,1.58
sz.301187,欧圣电气,0.25,24.33,1.03
sz.301188,力诺药包,0.1,16.73,0.6
sz.301189,奥尼电子,0.0,43.47,0.0
sz.301190,善水科技,0.15,22.47,0.67
sz.301191,菲菱科思,1.0,91.4,1.09
sz.301192,泰祥股份,0.25,31.41,0.8
sz.301193,家联科技,0.0,21.41,0.0
sz.301195,北路智控,0.65,33.69,1.93
sz.301196,唯科科技,0.6,73.14,0.82
sz.301197,工大科雅,0.1,21.53,0.46
sz.301198,喜悦智行,0.0,12.69,0.0
sz.301199,迈赫股份,0.17,22.32,0.76
sz.301200,大族数控,0.4,113.09,0.35
sz.301201,诚达药业,0.2,47.94,0.42
sz.301202,朗威股份,0.6,39.18,1.53
sz.301203,国泰环保,0.7,33.32,2.1
sz.301205,联特科技,0.2,125.68,0.16
sz.301206,三元生物,1.0,27.63,3.62
sz.301207,华兰疫苗,0.8,23.07,3.47
sz.301208,中亦科技,0.2,38.1,0.52
sz.301209,联合化学,0.2,108.2,0.18
sz.301210,金杨精密,0.35,39.54,0.89
sz.301211,亨迪药业,0.25,15.19,1.65
sz.301212,联盛化学,0.12,30.02,0.4
sz.301213,观想科技,0.0,62.54,0.0
sz.301215,中汽股份,0.0899,6.54,1.38
sz.301216,万凯新材,0.15,18.58,0.81
sz.301217,铜冠铜箔,0.02,31.1,0.06
sz.301218,华是科技,0.025,23.57,0.11
sz.301219,腾远钴业,1.5,61.81,2.43
sz.301220,亚香股份,0.2,39.41,0.51
sz.301221,光庭信息,0.2,48.02,0.42
sz.301222,浙江恒威,0.3,30.38,0.99
sz.301223,中荣股份,0.35,18.66,1.88
sz.301225,恒勃股份,0.42,100.0,0.42
sz.301226,祥明智能,0.1,27.89,0.36
sz.301227,森鹰窗业,0.0,46.47,0.0
sz.301228,实朴检测,0.0,42.15,0.0
sz.301229,纽泰格,0.233,20.37,1.14
sz.301230,泓博医药,0.4,31.16,1.28
sz.301231,荣信文化,0.0,35.27,0.0
sz.301232,飞沃科技,0.0,58.78,0.0
sz.301233,盛帮股份,0.516,50.31,1.03
sz.301234,五洲医疗,0.3,37.9,0.79
sz.301235,华康洁净,0.05,29.82,0.17
sz.301236,软通动力,0.1,47.65,0.21
sz.301237,和顺科技,0.1,50.83,0.2
sz.301238,瑞泰新材,0.2,22.05,0.91
sz.301239,普瑞眼科,0.0,33.93,0.0
sz.301246,宏源药业,0.03,18.65,0.16
sz.301248,杰创智能,0.02,28.3,0.07
sz.301251,威尔高,0.134,53.94,0.25
sz.301252,同星科技,0.25,26.11,0.96
sz.301255,通力科技,0.2,28.44,0.7
sz.301256,华融化学,0.16,14.34,1.12
sz.301257,普蕊斯,0.168,46.02,0.37
sz.301258,富士莱,0.091,33.02,0.28
sz.301259,艾布鲁,0.0,37.56,0.0
sz.301260,格力博,0.0,16.72,0.0
sz.301261,恒工精密,0.6,89.14,0.67
sz.301262,海看股份,0.1,26.86,0.37
sz.301263,泰恩康,0.2,28.95,0.69
sz.301265,华新环保,0.04,12.19,0.33
sz.301266,宇邦新材,0.1,35.07,0.29
sz.301267,华厦眼科,0.22,18.97,1.16
sz.301268,铭利达,0.0,20.2,0.0
sz.301269,华大九天,0.15,104.6,0.14
sz.301270,汉仪股份,0.102,39.29,0.26
sz.301272,英华特,0.68,42.4,1.6
sz.301273,瑞晨环保,0.0,28.29,0.0
sz.301275,汉朔科技,0.152,53.91,0.28
sz.301276,嘉曼服饰,0.72,23.62,3.05
sz.301277,新天地,0.4,12.45,3.21
sz.301278,快可电子,0.5107,36.47,1.4
sz.301279,金道科技,0.26,30.06,0.86
sz.301280,珠城科技,1.2,49.38,2.43
sz.301281,科源制药,0.2,29.28,0.68
sz.301282,金禄电子,0.25,24.93,1.0
sz.301283,聚胶股份,0.7,46.3,1.51
sz.301285,鸿日达,0.05,52.67,0.09
sz.301286,侨源股份,0.08,36.9,0.22
sz.301287,康力源,0.68,41.0,1.66
sz.301288,*ST清研,0.0,17.39,0.0
sz.301289,国缆检测,0.4103,56.73,0.72
sz.301290,东星医疗,0.6,26.62,2.25
sz.301291,明阳电气,0.79,41.88,1.89
sz.301292,海科新源,0.0,80.62,0.0
sz.301293,三博脑科,0.148,54.47,0.27
sz.301295,美硕科技,0.24,27.16,0.88
sz.301296,新巨丰,0.058,8.8,0.66
sz.301297,富乐德,0.0563,36.95,0.15
sz.301298,东利机械,0.3,16.47,1.82
sz.301299,卓创资讯,1.7,56.35,3.02
sz.301300,远翔新材,1.1,45.24,2.43
sz.301301,川宁生物,0.2696,10.46,2.58
sz.301302,华如科技,0.0,23.87,0.0
sz.301303,真兰仪表,0.35,15.47,2.26
sz.301305,朗坤科技,0.2,21.97,0.91
sz.301306,西测测试,0.0,56.81,0.0
sz.301307,美利信,0.0,38.13,0.0
sz.301308,江波龙,0.0,249.19,0.0
sz.301309,万得凯,0.3,28.88,1.04
sz.301310,鑫宏业,0.6001,41.02,1.46
sz.301311,昆船智能,0.054,19.63,0.28
sz.301312,智立方,0.4,49.19,0.81
sz.301313,凡拓数创,0.0,29.52,0.0
sz.301314,科瑞思,0.2,45.24,0.44
sz.301315,威士顿,0.4,61.21,0.65
sz.301316,慧博云通,0.08,45.93,0.17
sz.301317,鑫磊股份,0.6,30.29,1.98
sz.301318,维海德,0.375,28.98,1.29
sz.301319,唯特偶,0.7998,41.24,1.94
sz.301320,豪江智能,0.1,17.31,0.58
sz.301321,翰博高新,0.0,16.09,0.0
sz.301322,绿通科技,0.3,29.27,1.02
sz.301323,新莱福,0.6,54.53,1.1
sz.301325,曼恩斯特,0.0,52.46,0.0
sz.301326,捷邦科技,0.0,105.33,0.0
sz.301327,华宝新能,1.15,57.15,2.01
sz.301328,维峰电子,0.5,42.4,1.18
sz.301329,信音电子,0.375,22.57,1.66
sz.301330,熵基科技,0.5,29.26,1.71
sz.301331,恩威医药,0.18,29.37,0.61
sz.301332,德尔玛,0.15,9.82,1.53
sz.301333,诺思格,0.16,56.3,0.28
sz.301335,天元宠物,0.2,29.09,0.69
sz.301336,趣睡科技,0.226,52.94,0.43
sz.301337,亚华电子,0.0,31.61,0.0
sz.301338,凯格精机,0.2,66.24,0.3
sz.301339,通行宝,0.47,14.99,3.14
sz.301345,涛涛车业,3.0,206.45,1.45
sz.301348,蓝箭电子,0.06,20.63,0.29
sz.301349,信德新材,0.0,51.54,0.0
sz.301353,普莱得,0.5,27.43,1.82
sz.301355,南王科技,0.1,13.54,0.74
sz.301356,天振股份,0.0,21.59,0.0
sz.301357,北方长龙,0.0,163.2,0.0
sz.301358,湖南裕能,0.157,76.51,0.21
sz.301359,东南电子,0.5,20.3,2.46
sz.301360,荣旗科技,0.35,75.65,0.46
sz.301361,众智科技,0.168,33.43,0.5
sz.301362,民爆光电,1.895,41.52,4.56
sz.301363,美好医疗,0.18,21.23,0.85
sz.301365,矩阵股份,0.7,23.58,2.97
sz.301366,一博科技,0.4,34.99,1.14
sz.301367,瑞迈特,0.4,96.35,0.42
sz.301368,丰立智能,0.067,57.34,0.12
sz.301369,联动科技,0.41,107.39,0.38
sz.301370,国科恒泰,0.084,11.57,0.73
sz.301371,敷尔佳,1.0,27.71,3.61
sz.301372,科净源,0.0,27.52,0.0
sz.301373,凌玮科技,0.7,31.0,2.26
sz.301376,致欧科技,0.4,18.37,2.18
sz.301377,鼎泰高科,0.68,100.39,0.68
sz.301378,通达海,0.0,31.87,0.0
sz.301379,天山电子,0.4,26.7,1.5
sz.301380,挖金客,0.35,34.09,1.03
sz.301381,赛维时代,0.25,22.64,1.1
sz.301382,蜂助手,0.1,37.0,0.27
sz.301383,天键股份,0.399,33.91,1.18
sz.301386,未来电器,0.5,24.14,2.07
sz.301387,光大同创,0.1496,41.01,0.36
sz.301388,欣灵电气,0.1,31.13,0.32
sz.301389,隆扬电子,0.52,53.01,0.98
sz.301390,经纬股份,0.1,36.98,0.27
sz.301391,卡莱特,0.12,83.7,0.14
sz.301392,汇成真空,0.3,122.99,0.24
sz.301393,昊帆生物,0.4,50.83,0.79
sz.301395,仁信新材,0.1,11.05,0.9
sz.301396,宏景科技,0.1,61.97,0.16
sz.301397,溯联股份,0.8,33.01,2.42
sz.301398,星源卓镁,0.375,47.47,0.79
sz.301399,英特科技,0.3,18.32,1.64
sz.301408,华人健康,0.1,16.01,0.62
sz.301413,安培龙,0.3,135.21,0.22
sz.301418,协昌科技,0.0,37.26,0.0
sz.301419,阿莱德,0.5,31.9,1.57
sz.301421,波长光电,0.15,94.9,0.16
sz.301428,世纪恒通,0.1,34.77,0.29
sz.301429,森泰股份,0.174,19.68,0.88
sz.301439,泓淋电力,0.2,14.92,1.34
sz.301446,福事特,0.2,29.28,0.68
sz.301448,开创电气,0.21,60.34,0.35
sz.301456,盘古智能,0.2,28.69,0.7
sz.301458,钧崴电子,0.198,33.0,0.6
sz.301459,丰茂股份,0.5,40.86,1.22
sz.301468,博盈特焊,0.26,39.52,0.66
sz.301469,恒达新材,0.35,29.59,1.18
sz.301479,弘景光电,1.5,85.01,1.76
sz.301486,致尚科技,0.4,78.1,0.51
sz.301487,盟固利,0.0,23.83,0.0
sz.301488,豪恩汽电,0.5,149.02,0.34
sz.301489,思泉新材,0.25,181.04,0.14
sz.301491,汉桑科技,0.0,57.51,0.0
sz.301498,乖宝宠物,0.5,68.78,0.73
sz.301499,维科精密,0.122,27.45,0.44
sz.301500,飞南资源,0.13,15.1,0.86
sz.301501,恒鑫生活,0.5,42.89,1.17
sz.301502,华阳智能,0.35,45.89,0.76
sz.301503,智迪科技,0.95,37.62,2.53
sz.301505,苏州规划,0.2514,22.76,1.1
sz.301507,民生健康,0.1,16.12,0.62
sz.301508,中机认检,0.211,31.23,0.68
sz.301509,金凯生科,0.4,34.11,1.17
sz.301510,固高科技,0.039,34.5,0.11
sz.301511,德福科技,0.0,32.01,0.0
